Model,Displ,Cyl,Trans,Drive,Fuel,Sales Area,Stnd,Stnd Description,Underhood ID,Veh Class,Air Pollution Score,City MPG,Hwy MPG,Cmb MPG,Greenhouse Gas Score,SmartWay,Comb CO2,Brand
FIAT 500 Abarth,1.4,4,Auto-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FCRXJ01.45P0,small car,5,24,32,27,7,No,322,FIAT
FIAT 500L,1.4,4,Auto-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FCRXJ01.45P0,station wagon,5,22,30,25,6,No,351,FIAT
FORD C-MAX Hybrid,2,4,CVT,2WD,Gasoline,FC,B3,Federal Tier 2 Bin 3,FFMXV02.0VZN,large car,7,42,37,40,9,Yes,225,FORD
FORD Escape,1.6,4,SemiAuto-6,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FFMXT01.62E9,small SUV,5,22,29,25,6,No,357,FORD
FORD Expedition,3.5,6,SemiAuto-6,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FFMXT03.54HE,standard SUV,5,15,20,17,4,No,537,FORD
FORD Expedition EL,3.5,6,SemiAuto-6,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FFMXT03.54HE,standard SUV,5,14,20,16,3,No,543,FORD
FORD Explorer,2,4,Auto-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FFMXT02.02EX,standard SUV,5,20,28,23,5,No,392,FORD
FORD Fiesta,1.6,4,AutoMan-6,2WD,Gasoline,FC,B4,Federal Tier 2 Bin 4,FFMXV01.6VDC,small car,6,27,37,31,8,Yes,289,FORD
FORD Fiesta SFE,1,3,Man-5,2WD,Gasoline,FC,B4,Federal Tier 2 Bin 4,FFMXV01.0VD1,small car,6,31,43,36,8,Yes,247,FORD
FORD Fiesta ST,1.6,4,Man-6,2WD,Gasoline,FC,B4,Federal Tier 2 Bin 4,FFMXV01.6VDD,small car,6,26,35,29,7,Yes,301,FORD
FORD Fusion,1.5,4,SemiAuto-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FFMXV01.5VDG,midsize car,5,24,36,28,7,No,316,FORD
FORD Fusion Hybrid,2,4,CVT,2WD,Gasoline,FC,B3,Federal Tier 2 Bin 3,FFMXV02.0VZN,midsize car,7,44,41,42,9,Yes,209,FORD
FORD Mustang,2.3,4,Man-6,2WD,Gasoline,FA,B4,Federal Tier 2 Bin 4,FFMXV02.3VJW,small car,6,22,31,26,6,No,346,FORD
FORD Mustang Convertible,2.3,4,SemiAuto-6,2WD,Gasoline,FA,B4,Federal Tier 2 Bin 4,FFMXV02.3VJW,small car,6,20,30,24,6,No,375,FORD
FORD Taurus,2,4,SemiAuto-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FFMXV02.0VE7,large car,5,22,32,26,6,No,342,FORD
FORD Transit Connect,1.6,4,SemiAuto-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FFMXT01.62D7,special purpose,5,22,30,25,6,No,354,FORD
FORD Transit T150,3.5,6,SemiAuto-6,2WD,Gasoline,FC,B8,Federal Tier 2 Bin 8,FFMXT03.55HV,van,2,14,19,16,3,No,556,FORD
GMC Acadia,3.6,6,Auto-6,4WD,Gasoline,FC,B4,Federal Tier 2 Bin 4,FGMXT03.6151,standard SUV,6,16,23,19,4,No,476,GMC
GMC Canyon,2.5,4,Auto-6,4WD,Gasoline,FC,B4,Federal Tier 2 Bin 4,FGMXT02.5200,pickup,6,19,25,21,5,No,422,GMC
GMC Savana 2500,4.8,8,Auto-6,2WD,Gasoline,FC,B8,Federal Tier 2 Bin 8,FGMXT06.0394,van,2,11,17,13,1,No,675,GMC
GMC Savana 3500,4.8,8,Auto-6,2WD,Gasoline,FC,B8,Federal Tier 2 Bin 8,FGMXT06.0394,van,2,11,17,13,1,No,676,GMC
GMC Sierra 15,5.3,8,Auto-6,4WD,Gasoline,FC,B4,Federal Tier 2 Bin 4,FGMXT06.2374,special purpose,6,15,19,17,4,No,523,GMC
GMC Terrain,2.4,4,Auto-6,4WD,Gasoline,FC,B4,Federal Tier 2 Bin 4,FGMXJ02.4199,small SUV,6,20,29,23,5,No,379,GMC
GMC Yukon 1500,5.3,8,Auto-6,4WD,Gasoline,FC,B4,Federal Tier 2 Bin 4,FGMXT06.2374,standard SUV,6,16,22,18,4,No,498,GMC
GMC Yukon 1500 XL,5.3,8,Auto-6,2WD,Gasoline,FC,B4,Federal Tier 2 Bin 4,FGMXT06.2374,standard SUV,6,16,23,18,4,No,481,GMC
GMC Yukon XL 1500,5.3,8,Auto-6,4WD,Gasoline,FC,B4,Federal Tier 2 Bin 4,FGMXT06.2374,standard SUV,6,15,22,18,4,No,503,GMC
HONDA Accord,2,4,CVT,2WD,Gasoline,FA,B3,Federal Tier 2 Bin 3,FHNXV02.0SK2,midsize car,7,50,45,47,10,Yes,188,HONDA
HONDA CR-V,2.4,4,CVT,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FHNXJ02.42A3,small SUV,5,26,33,28,7,No,313,HONDA
HONDA CR-Z,1.5,4,Man-6,2WD,Gasoline,FA,B2,Federal Tier 2 Bin 2,FHNXV01.57D2,small car,9,31,38,34,8,Yes,261,HONDA
HONDA Civic,1.8,4,CVT,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FHNXV01.8FA2,small car,5,30,39,33,8,Yes,267,HONDA
HONDA Civic HF,1.8,4,CVT,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FHNXV01.8FA2,small car,5,31,41,35,8,Yes,253,HONDA
HONDA Civic Hybrid,1.5,4,CVT,2WD,Gasoline,FA,B2,Federal Tier 2 Bin 2,FHNXV01.55DB,small car,9,44,47,45,10,Elite,196,HONDA
HONDA Crosstour,2.4,4,Auto-5,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FHNXV02.4DA3,small SUV,5,22,31,25,6,No,354,HONDA
HONDA Fit,1.5,4,CVT,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FHNXV01.51H2,station wagon,5,33,41,36,8,Yes,247,HONDA
HONDA Odyssey,3.5,6,Auto-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FHNXT03.5EV3,minivan,5,19,28,22,5,No,402,HONDA
HONDA Pilot,3.5,6,Auto-5,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FHNXV03.5GA3,small SUV,5,17,24,20,5,No,446,HONDA
HYUNDAI Accent,1.6,4,Man-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FKMXV01.6DBE,small car,5,27,38,31,8,Yes,280,HYUNDAI
HYUNDAI Azera,3.3,6,SemiAuto-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FHYXV03.31LE,large car,5,20,29,23,5,No,389,HYUNDAI
HYUNDAI Azera Limited,3.3,6,SemiAuto-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FHYXV03.31LE,large car,5,19,28,22,5,No,403,HYUNDAI
HYUNDAI Elantra,1.8,4,Man-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FHYXV01.81DE,midsize car,5,27,37,31,8,Yes,286,HYUNDAI
HYUNDAI Elantra Coupe,2,4,Man-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FKMXV02.0DFE,midsize car,5,24,34,27,7,No,324,HYUNDAI
HYUNDAI Elantra GT,2,4,SemiAuto-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FKMXV02.04CE,midsize car,5,24,33,27,7,No,324,HYUNDAI
HYUNDAI Elantra Limited,1.8,4,SemiAuto-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FHYXV01.81DE,midsize car,5,27,37,31,8,Yes,290,HYUNDAI
HYUNDAI Equus,5,8,Auto-8,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FHYXV05.01SE,large car,5,15,23,18,4,No,502,HYUNDAI
HYUNDAI Genesis,3.8,6,Auto-8,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FHYXV03.81PE,large car,5,16,25,19,4,No,459,HYUNDAI
HYUNDAI Genesis Coupe,3.8,6,Man-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FHYXV03.81NE,small car,5,16,24,19,4,No,460,HYUNDAI
HYUNDAI Santa Fe,3.3,6,SemiAuto-6,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FHYXV03.31XE,small SUV,5,18,24,20,5,No,445,HYUNDAI
HYUNDAI Santa Fe Sport,2,4,SemiAuto-6,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FHYXV02.01VE,small SUV,5,18,24,21,5,No,427,HYUNDAI
HYUNDAI Santa Fe Sport Ultimate,2,4,SemiAuto-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FHYXV02.01VE,small SUV,5,19,26,22,5,No,408,HYUNDAI
HYUNDAI Santa Fe Ultimate,3.3,6,SemiAuto-6,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FHYXV03.31XE,small SUV,5,17,22,19,4,No,478,HYUNDAI
HYUNDAI Sonata,1.6,4,AutoMan-7,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FHYXV01.61FE,large car,5,28,38,32,8,Yes,282,HYUNDAI
HYUNDAI Sonata Hybrid,2.4,4,AutoMan-6,2WD,Gasoline,FA,B2,Federal Tier 2 Bin 2,FHYXV02.4AKN,midsize car,9,36,40,38,9,Yes,237,HYUNDAI
HYUNDAI Sonata Hybrid Limited,2.4,4,AutoMan-6,2WD,Gasoline,FA,B2,Federal Tier 2 Bin 2,FHYXV02.4AKN,midsize car,9,36,40,37,9,Yes,239,HYUNDAI
HYUNDAI Sonata Limited,2,4,SemiAuto-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FHYXV02.01HE,large car,5,21,31,25,6,No,362,HYUNDAI
HYUNDAI Sonata Sport/Limited,2.4,4,SemiAuto-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FHYXV02.41JE,large car,5,24,35,28,7,No,323,HYUNDAI
HYUNDAI Tuscon,2,4,Auto-6,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FHYXT02.01TE,small SUV,5,21,25,23,5,No,393,HYUNDAI
HYUNDAI Veloster,1.6,4,AutoMan-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FKMXV01.6DBE,small car,5,27,36,30,7,No,288,HYUNDAI
INFINITI Q40,3.7,6,SemiAuto-7,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FNSXV03.7GAA,midsize car,5,18,25,20,5,No,436,INFINITI
INFINITI Q50,3.7,6,SemiAuto-7,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FNSXV03.7GAA,midsize car,5,19,27,22,5,No,408,INFINITI
INFINITI Q50 Hybrid,3.5,6,SemiAuto-7,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FNSXV03.5GCB,small car,5,28,35,30,7,No,296,INFINITI
INFINITI Q50S Hybrid,3.5,6,SemiAuto-7,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FNSXV03.5GCB,small car,5,27,31,28,7,No,317,INFINITI
INFINITI Q50a,3.7,6,SemiAuto-7,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FNSXV03.7GAA,midsize car,5,19,27,22,5,No,409,INFINITI
INFINITI Q60,3.7,6,Man-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FNSXV03.7GAA,small car,5,17,25,20,5,No,440,INFINITI
INFINITI Q60 Convertible,3.7,6,Man-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FNSXV03.7GAB,small car,5,16,24,19,4,No,464,INFINITI
INFINITI Q70,3.7,6,SemiAuto-7,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FNSXV03.7GAB,midsize car,5,18,24,20,5,No,443,INFINITI
INFINITI Q70 Hybrid,3.5,6,SemiAuto-7,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FNSXV03.5GCB,midsize car,5,29,34,31,8,Yes,285,INFINITI
INFINITI QX50,3.7,6,SemiAuto-7,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FNSXV03.7GAB,station wagon,5,17,24,20,5,No,447,INFINITI
INFINITI QX60,3.5,6,SCV-7,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FNSXT03.5G7A,small SUV,5,19,26,22,5,No,404,INFINITI
INFINITI QX60 Hybrid,2.5,4,SCV-7,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FNSXT02.5GFA,standard SUV,5,25,28,26,6,No,342,INFINITI
INFINITI QX70,3.7,6,SemiAuto-7,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FNSXT03.7GAA,small SUV,5,16,22,18,4,No,486,INFINITI
INFINITI QX80,5.6,8,SemiAuto-7,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FNSXT05.6G9C,standard SUV,5,14,20,16,3,No,556,INFINITI
JAGUAR F-Type Convertible,3,6,SemiAuto-8,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FJLXV03.0FSM,small car,5,20,28,23,5,No,389,JAGUAR
JAGUAR F-Type Coupe,3,6,SemiAuto-8,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FJLXV03.0FSM,small car,5,20,28,23,5,No,389,JAGUAR
JAGUAR F-Type R Coupe,5,8,SemiAuto-8,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FJLXV05.0FAM,small car,5,16,23,18,4,No,487,JAGUAR
JAGUAR F-Type S Convertible,3,6,SemiAuto-8,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FJLXV03.0FSM,small car,5,19,27,22,5,No,403,JAGUAR
JAGUAR F-Type S Coupe,3,6,SemiAuto-8,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FJLXV03.0FSM,small car,5,19,27,22,5,No,403,JAGUAR
JAGUAR F-Type V8 S Convertible,5,8,SemiAuto-8,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FJLXV05.0FAM,small car,5,16,23,18,4,No,487,JAGUAR
JAGUAR XF,2,4,SemiAuto-8,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FJLXV02.0FTN,midsize car,5,19,30,23,5,No,387,JAGUAR
JAGUAR XJ,3,6,SemiAuto-8,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FJLXV03.0FSM,large car,5,16,24,19,4,No,468,JAGUAR
JAGUAR XJL,3,6,SemiAuto-8,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FJLXV03.0FSM,large car,5,16,24,19,4,No,471,JAGUAR
JAGUAR XK,5,8,SemiAuto-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FJLXV05.0EAL,small car,5,15,22,18,4,No,508,JAGUAR
JAGUAR XK Convertible,5,8,SemiAuto-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FJLXV05.0EAL,small car,5,15,22,17,4,No,515,JAGUAR
JEEP Cherokee,2.4,4,Auto-9,4WD,Gasoline,FC,B4,Federal Tier 2 Bin 4,FCRXJ02.45P0,small SUV,6,21,28,24,6,No,376,JEEP
JEEP Cherokee 4x4 Active Drive II,2.4,4,Auto-9,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,FCRXJ02.4CP0,small SUV,8,21,27,23,5,No,383,JEEP
